proteinname,go_IC
ydl114w,oxidation-reduction process
nat2,N-terminal peptidyl-methionine acetylation
bud4,cell cycle
bud4,axial cellular bud site selection
bud4,septin ring organization
bud4,cell division
bud4,protein localization to bud neck
mak16,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
mak16,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
mak16,cell cycle
mak16,ribosomal large subunit biogenesis
rrn6,RNA polymerase I transcriptional preinitiation complex assembly at the promoter for the nuclear large rRNA transcript
rrn6,"transcription, DNA-templated"
rrn6,"regulation of transcription, DNA-templated"
rrn6,transcription initiation from RNA polymerase I promoter
rrn6,transcription of nuclear large rRNA transcript from RNA polymerase I promoter
ymr320w,biological_process unknown
tim22,transport
tim22,protein transport
tim22,protein import into mitochondrial inner membrane
erp4,transport
erp4,ER to Golgi vesicle-mediated transport
erp4,protein transport
erp4,vesicle-mediated transport
nem1,protein dephosphorylation
nem1,nuclear envelope organization
nem1,dephosphorylation
nem1,negative regulation of phospholipid biosynthetic process
nem1,positive regulation of phosphatidate phosphatase activity
pib1,protein ubiquitination
gim3,protein folding
gim3,tubulin complex assembly
gim3,positive regulation of transcription elongation from RNA polymerase II promoter
gim3,ubiquitin-dependent catabolism of misfolded proteins by cytoplasm-associated proteasome
sds24,cell separation after cytokinesis
sds24,endocytosis
sds24,regulation of mitotic metaphase/anaphase transition
sds24,cellular response to glucose starvation
ynr064c,response to toxic substance
mre11,meiotic DNA double-strand break processing
mre11,double-strand break repair via break-induced replication
mre11,DNA metabolic process
mre11,DNA repair
mre11,base-excision repair
mre11,double-strand break repair
mre11,double-strand break repair via nonhomologous end joining
mre11,cellular response to DNA damage stimulus
mre11,reciprocal meiotic recombination
mre11,DNA double-strand break processing involved in repair via synthesis-dependent strand annealing
mre11,ascospore formation
mre11,intra-S DNA damage checkpoint
mre11,maintenance of DNA trinucleotide repeats
mre11,meiotic DNA double-strand break formation
mre11,nucleotide phosphorylation
mre11,regulation of transcription involved in meiotic cell cycle
mre11,meiotic cell cycle
mre11,mitochondrial double-strand break repair via homologous recombination
far7,re-entry into mitotic cell cycle after pheromone arrest
far7,cell cycle
aro4,response to stress
aro4,cellular amino acid biosynthetic process
aro4,biosynthetic process
aro4,aromatic amino acid family biosynthetic process
aro4,chorismate biosynthetic process
rnh1,RNA catabolic process
rnh1,"DNA replication, removal of RNA primer"
rnh1,nucleic acid phosphodiester bond hydrolysis
rnh1,"RNA phosphodiester bond hydrolysis, endonucleolytic"
pol1,DNA replication checkpoint
pol1,mitotic S phase
pol1,DNA synthesis involved in DNA repair
pol1,"gene conversion at mating-type locus, DNA repair synthesis"
pol1,nucleobase-containing compound metabolic process
pol1,DNA replication
pol1,"DNA replication, synthesis of RNA primer"
pol1,DNA replication initiation
pol1,DNA strand elongation involved in DNA replication
pol1,leading strand elongation
pol1,lagging strand elongation
pol1,RNA-dependent DNA biosynthetic process
pol1,premeiotic DNA replication
pol1,double-strand break repair
pol1,double-strand break repair via nonhomologous end joining
pol1,nucleic acid phosphodiester bond hydrolysis
mis1,histidine biosynthetic process
mis1,nucleobase-containing compound metabolic process
mis1,purine nucleotide biosynthetic process
mis1,one-carbon metabolic process
mis1,metabolic process
mis1,cellular amino acid biosynthetic process
mis1,methionine biosynthetic process
mis1,purine nucleobase biosynthetic process
mis1,10-formyltetrahydrofolate biosynthetic process
mis1,folic acid-containing compound biosynthetic process
mis1,tetrahydrofolate interconversion
mis1,folic acid biosynthetic process
mis1,oxidation-reduction process
lys21,cellular amino acid biosynthetic process
lys21,lysine biosynthetic process
lys21,carboxylic acid metabolic process
lys21,lysine biosynthetic process via aminoadipic acid
sws2,translation
sws2,mitochondrial translation
sws2,regulation of sporulation resulting in formation of a cellular spore
sws2,ribosome biogenesis
acm1,"transcription, DNA-templated"
acm1,"regulation of transcription, DNA-templated"
acm1,cell cycle
acm1,cell division
acm1,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
wtm2,"transcription, DNA-templated"
wtm2,"regulation of transcription, DNA-templated"
wtm2,cellular response to DNA damage stimulus
wtm2,negative regulation of transcription from RNA polymerase II promoter involved in meiotic cell cycle
wtm2,negative regulation of chromatin silencing at telomere
wtm2,cellular protein complex localization
wtm2,positive regulation of transcription from RNA polymerase II promoter
wtm2,meiotic cell cycle
wtm2,negative regulation of chromatin silencing at silent mating-type cassette
rip1,"mitochondrial electron transport, ubiquinol to cytochrome c"
rip1,aerobic respiration
rip1,electron transport chain
rip1,oxidation-reduction process
rip1,hydrogen ion transmembrane transport
esc8,chromatin silencing
esc8,"transcription, DNA-templated"
esc8,"regulation of transcription, DNA-templated"
esc8,sister chromatid cohesion
whi5,negative regulation of transcription from RNA polymerase II promoter
whi5,"transcription, DNA-templated"
whi5,"regulation of transcription, DNA-templated"
whi5,regulation of transcription from RNA polymerase II promoter
whi5,cell cycle
whi5,regulation of cell size
whi5,negative regulation of transcription involved in G1/S transition of mitotic cell cycle
rny1,cell morphogenesis
rny1,RNA catabolic process
rny1,apoptotic process
rny1,nucleic acid phosphodiester bond hydrolysis
rny1,"RNA phosphodiester bond hydrolysis, endonucleolytic"
ses1,translation
ses1,tRNA aminoacylation for protein translation
ses1,seryl-tRNA aminoacylation
ses1,selenocysteinyl-tRNA(Sec) biosynthetic process
rpl20bp,cytoplasmic translation
rpl20bp,translation
hsm3,DNA repair
hsm3,mismatch repair
hsm3,cellular response to DNA damage stimulus
hsm3,proteasome regulatory particle assembly
atp5,ATP biosynthetic process
atp5,transport
atp5,ion transport
atp5,ATP synthesis coupled proton transport
atp5,proton transport
atp5,ATP hydrolysis coupled cation transmembrane transport
snq2,transport
snq2,drug transmembrane transport
snq2,cellular cation homeostasis
snq2,sterol import
snq2,cellular response to drug
snq2,response to drug
snq2,xenobiotic transport
snq2,drug export
snq2,transmembrane transport
pdi1,protein folding
pdi1,glycerol ether metabolic process
pdi1,response to endoplasmic reticulum stress
pdi1,"protein alpha-1,2-demannosylation"
pdi1,cell redox homeostasis
pdi1,oxidation-reduction process
pdi1,mannose trimming involved in glycoprotein ERAD pathway
yil029c,biological_process unknown
ypr097w,cell communication
ypr097w,biological_process unknown
ypr097w,anaerobic respiration
yhr131c,biological_process unknown
gre2,steroid biosynthetic process
gre2,ergosterol metabolic process
gre2,filamentous growth
gre2,cellular metabolic process
gre2,oxidation-reduction process
rvs161,conjugation with cellular fusion
rvs161,endocytosis
rvs161,response to osmotic stress
rvs161,actin cytoskeleton organization
rvs161,actin cytoskeleton reorganization
rvs161,response to starvation
rvs161,actin cortical patch localization
rvs161,lipid tube assembly
rvs161,plasma membrane tubulation
apc4,cell cycle
apc4,protein ubiquitination
apc4,regulation of mitotic metaphase/anaphase transition
apc4,anaphase-promoting complex-dependent catabolic process
apc4,cell division
ald3,polyamine catabolic process
ald3,metabolic process
ald3,pantothenate biosynthetic process
ald3,beta-alanine biosynthetic process
ald3,oxidation-reduction process
med1,negative regulation of transcription from RNA polymerase II promoter
med1,"transcription, DNA-templated"
med1,"regulation of transcription, DNA-templated"
med1,regulation of transcription from RNA polymerase II promoter
med1,positive regulation of transcription from RNA polymerase II promoter
nug1,ribosomal large subunit export from nucleus
nug1,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
nug1,rRNA processing
nug1,transport
nug1,protein transport
nug1,ribosome biogenesis
rix7,ribosomal large subunit export from nucleus
rix7,ribosome biogenesis
rix7,ribosomal large subunit biogenesis
ylr118c,protein depalmitoylation
ylr118c,lipid metabolic process
ylr118c,fatty acid metabolic process
ylr118c,protein deacylation
mak3,N-terminal protein amino acid acetylation
mak3,regulation of protein localization
rbs1,galactose metabolic process
rbs1,RNA Polymerase III assembly
ylr036c,biological_process unknown
sna4,biological_process unknown
ymr087w,"tRNA splicing, via endonucleolytic cleavage and ligation"
ymr087w,dephosphorylation
sin4,negative regulation of transcription from RNA polymerase II promoter
sin4,"transcription, DNA-templated"
sin4,"regulation of transcription, DNA-templated"
sin4,positive regulation of transcription from RNA polymerase II promoter
sin4,RNA polymerase II transcriptional preinitiation complex assembly
sin4,regulation of establishment of protein localization to chromosome
ado1,purine nucleobase metabolic process
ado1,purine ribonucleoside salvage
ado1,adenosine salvage
ado1,phosphorylation
ado1,AMP salvage
ado1,carbohydrate phosphorylation
rrp36,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
rrp36,cleavage involved in rRNA processing
rrp36,rRNA processing
rrp36,ribosome biogenesis
rrp36,ribosomal small subunit biogenesis
yet3,transport
yet3,intracellular protein transport
yet3,ER to Golgi vesicle-mediated transport
yet3,biological_process unknown
yet3,protein transport
yet3,vesicle-mediated transport
yet3,protein localization to endoplasmic reticulum exit site
pdr10,transport
pdr10,drug transmembrane transport
pdr10,cellular response to drug
pdr10,xenobiotic transport
pdr10,drug export
efr3,establishment of protein localization to plasma membrane
med2,negative regulation of transcription from RNA polymerase II promoter
med2,"transcription, DNA-templated"
med2,"regulation of transcription, DNA-templated"
med2,positive regulation of transcription from RNA polymerase II promoter
med2,RNA polymerase II transcriptional preinitiation complex assembly
emw1,fungal-type cell wall organization
emw1,cell wall organization
elo1,lipid metabolic process
elo1,fatty acid metabolic process
elo1,fatty acid biosynthetic process
elo1,"fatty acid elongation, unsaturated fatty acid"
shm2,glycine metabolic process
shm2,L-serine metabolic process
shm2,one-carbon metabolic process
shm2,tetrahydrofolate interconversion
srl1,nucleobase-containing compound metabolic process
srl1,fungal-type cell wall organization
srl1,cell wall organization
yea6,transport
yea6,NAD transmembrane transport
yea6,transmembrane transport
mpc3,transport
mpc3,mitochondrial pyruvate transport
mpc3,response to stress
mpc3,mitochondrial pyruvate transmembrane transport
mal12,maltose metabolic process
mal12,maltose catabolic process
mal12,carbohydrate metabolic process
mal12,sucrose catabolic process
mal12,metabolic process
och1,protein N-linked glycosylation
och1,N-glycan processing
och1,mannosylation
tgl2,GPI anchor metabolic process
tgl2,lipid metabolic process
tgl2,intracellular protein transport
tgl2,lipid catabolic process
tgl2,triglyceride catabolic process
ydl109c,lipid metabolic process
ydl109c,lipid catabolic process
ydl109c,cellular lipid metabolic process
thi5,thiamine biosynthetic process
thi5,thiamine diphosphate biosynthetic process
gyp5,transport
gyp5,intracellular protein transport
gyp5,exocytosis
gyp5,ER to Golgi vesicle-mediated transport
gyp5,protein transport
gyp5,vesicle-mediated transport
gyp5,regulation of vesicle fusion
gyp5,positive regulation of GTPase activity
gyp5,activation of GTPase activity
rpt5,ubiquitin-dependent protein catabolic process
rpt5,protein catabolic process
rpt5,ubiquitin-dependent ERAD pathway
rpt5,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly
rpt5,proteasome regulatory particle assembly
rpt5,positive regulation of proteasomal protein catabolic process
csi1,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
rad10,meiotic mismatch repair
