proteinname,go_IC
arp2,ATPase activity
emp70,molecular_function unknown
ypk3,nucleotide binding
ypk3,protein kinase activity
ypk3,protein serine/threonine kinase activity
ypk3,ATP binding
ypk3,kinase activity
ypk3,transferase activity
ypk3,"transferase activity, transferring phosphorus-containing groups"
ymr085w,molecular_function unknown
ymr085w,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
ymr085w,carbohydrate binding
ydl121c,molecular_function unknown
rox1,core promoter proximal region sequence-specific DNA binding
rox1,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
rox1,"transcription factor activity, RNA polymerase II transcription factor recruiting"
rox1,DNA binding
rox1,"DNA binding, bending"
rox1,sequence-specific DNA binding
yhr219w,molecular_function unknown
rpt2,nucleotide binding
rpt2,ATP binding
rpt2,hydrolase activity
rpt2,ATPase activity
rpt2,TBP-class protein binding
rpt2,nucleoside-triphosphatase activity
rpt2,proteasome-activating ATPase activity
ser1,catalytic activity
ser1,O-phospho-L-serine
ser1,2-oxoglutarate aminotransferase activity
ser1,transaminase activity
ser1,transferase activity
ser1,pyridoxal phosphate binding
mgl2,"transferase activity, transferring acyl groups"
mgl2,hydrolase activity
mgl2,short-chain carboxylesterase activity
mgl2,acylglycerol lipase activity
mgl2,carboxylic ester hydrolase activity
ygr067c,nucleic acid binding
ygr067c,DNA binding
ygr067c,zinc ion binding
ygr067c,sequence-specific DNA binding
ygr067c,metal ion binding
spg3,molecular_function unknown
pet123,structural constituent of ribosome
yme1,nucleotide binding
yme1,ATP-dependent peptidase activity
yme1,metalloendopeptidase activity
yme1,ATP binding
yme1,peptidase activity
yme1,metallopeptidase activity
yme1,hydrolase activity
yme1,nucleoside-triphosphatase activity
yme1,metal ion binding
mzm1,protein binding involved in protein folding
ypl247c,molecular_function unknown
yap1802,phospholipid binding
yap1802,1-phosphatidylinositol binding
yap1802,clathrin binding
ygl036w,molecular_function unknown
ypr053c,molecular_function unknown
dga1,2-acylglycerol O-acyltransferase activity
dga1,diacylglycerol O-acyltransferase activity
dga1,transferase activity
dga1,"transferase activity, transferring acyl groups"
dga1,"transferase activity, transferring acyl groups other than amino-acyl groups"
mrp49,structural constituent of ribosome
srp14,RNA binding
srp14,signal sequence binding
srp14,7S RNA binding
srp14,endoplasmic reticulum signal peptide binding
mrx3,molecular_function unknown
rrp9,snoRNA binding
ymr027w,molecular_function unknown
ymr027w,methyltransferase activity
ymr027w,S-adenosylmethionine-dependent methyltransferase activity
ymr027w,transferase activity
ymr027w,phosphatase activity
ymr027w,protein carboxyl O-methyltransferase activity
trs33,molecular_function unknown
sec13,structural molecule activity
nde1,NADH dehydrogenase activity
nde1,NADH dehydrogenase (ubiquinone) activity
nde1,oxidoreductase activity
nde1,flavin adenine dinucleotide binding
acl4,molecular_function unknown
hfd1,3-chloroallyl aldehyde dehydrogenase activity
hfd1,aldehyde dehydrogenase (NAD) activity
hfd1,aldehyde dehydrogenase [NAD(P)+] activity
hfd1,oxidoreductase activity
hfd1,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
hfd1,4-hydroxybenzaldehyde dehydrogenase activity
hfd1,carboxylate reductase activity
cwc23,molecular_function unknown
ydr209c,molecular_function unknown
hcm1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
hcm1,DNA binding
hcm1,double-stranded DNA binding
hcm1,"transcription factor activity, sequence-specific DNA binding"
hcm1,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"
hcm1,transcription factor binding
hcm1,sequence-specific DNA binding
mec3,DNA binding
taf3,"transcription factor activity, RNA polymerase II core promoter sequence-specific binding involved in preinitiation complex assembly"
taf3,chromatin binding
fyv4,molecular_function unknown
ybr013c,molecular_function unknown
stb1,"transcription factor activity, transcription factor binding"
stb1,transcription factor binding
irc19,molecular_function unknown
dbf20,nucleotide binding
dbf20,protein kinase activity
dbf20,protein serine/threonine kinase activity
dbf20,ATP binding
dbf20,kinase activity
dbf20,transferase activity
dbf20,"transferase activity, transferring phosphorus-containing groups"
cyc1,iron ion binding
cyc1,electron carrier activity
cyc1,heme binding
cyc1,metal ion binding
ste12,DNA binding
ste12,"transcription factor activity, sequence-specific DNA binding"
ste12,sequence-specific DNA binding
flc2,FAD transmembrane transporter activity
vps45,SNARE binding
vps45,unfolded protein binding
pga2,molecular_function unknown
pop4,ribonuclease MRP activity
pop4,RNA binding
pop4,ribonuclease P activity
pop4,ribonuclease activity
pop4,ribonuclease P RNA binding
pop4,rRNA primary transcript binding
pex4,nucleotide binding
pex4,ubiquitin-protein transferase activity
pex4,ATP binding
pex4,transferase activity
pex4,ligase activity
pex4,acid-amino acid ligase activity
pex4,ubiquitin protein ligase binding
pex4,ubiquitin protein ligase activity
air1,nucleic acid binding
air1,polynucleotide adenylyltransferase activity
air1,zinc ion binding
air1,metal ion binding
ybr137w,molecular_function unknown
nop53,RNA binding
nop53,rRNA binding
ume1,transcription corepressor activity
stb6,molecular_function unknown
scp160,G-protein alpha-subunit binding
scp160,nucleic acid binding
scp160,RNA binding
scp160,mRNA binding
vth1,nucleotide binding
vth1,signal sequence binding
dom34,nuclease activity
dom34,endonuclease activity
dom34,endoribonuclease activity
dom34,hydrolase activity
dom34,ribosome binding
dom34,metal ion binding
pex28,molecular_function unknown
tda7,molecular_function unknown
dbr1,RNA lariat debranching enzyme activity
dbr1,hydrolase activity
dbr1,"hydrolase activity, acting on ester bonds"
dna2,single-stranded DNA endodeoxyribonuclease activity
dna2,nucleotide binding
dna2,DNA binding
dna2,catalytic activity
dna2,ATP-dependent DNA helicase activity
dna2,helicase activity
dna2,nuclease activity
dna2,ATP binding
dna2,hydrolase activity
dna2,5'-flap endonuclease activity
dna2,single-stranded DNA-dependent ATPase activity
dna2,metal ion binding
dna2,iron-sulfur cluster binding
dna2,"4 iron, 4 sulfur cluster binding"
tef4,translation elongation factor activity
tef4,glutathione transferase activity
tef4,guanyl-nucleotide exchange factor activity
yjr128w,molecular_function unknown
mlh3,molecular_function unknown
mlh3,single-stranded DNA binding
mlh3,ATP binding
mlh3,ATPase activity
mlh3,mismatched DNA binding
bur2,cyclin-dependent protein serine/threonine kinase regulator activity
rce1,cysteine-type endopeptidase activity
rce1,metalloendopeptidase activity
rce1,peptidase activity
rce1,hydrolase activity
ssb1,nucleotide binding
ssb1,calmodulin binding
ssb1,ATP binding
ssb1,ATPase activity
ssb1,unfolded protein binding
rpn1,endopeptidase activity
rpn1,enzyme regulator activity
rpn1,"protein binding, bridging"
opi10,molecular_function unknown
fpk1,nucleotide binding
fpk1,protein kinase activity
fpk1,protein serine/threonine kinase activity
fpk1,ATP binding
fpk1,kinase activity
fpk1,transferase activity
fpk1,"transferase activity, transferring phosphorus-containing groups"
ert1,RNA polymerase II regulatory region sequence-specific DNA binding
ert1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
ert1,"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"
ert1,DNA binding
ert1,signal transducer activity
ert1,zinc ion binding
ert1,sequence-specific DNA binding
ert1,metal ion binding
yil060w,molecular_function unknown
pml39,molecular_function unknown
pml39,zinc ion binding
pcl7,cyclin-dependent protein serine/threonine kinase regulator activity
pcl7,protein kinase binding
ypf1,molecular_function unknown
ypf1,aspartic-type endopeptidase activity
ypf1,peptidase activity
ypf1,hydrolase activity
ypf1,"aspartic endopeptidase activity, intramembrane cleaving"
ubp11,thiol-dependent ubiquitin-specific protease activity
ubp11,peptidase activity
ubp11,cysteine-type peptidase activity
ubp11,hydrolase activity
ubp11,thiol-dependent ubiquitinyl hydrolase activity
erj5,molecular_function unknown
gds1,molecular_function unknown
yia6,transporter activity
yia6,pyruvate secondary active transmembrane transporter activity
yia6,NAD transporter activity
npr3,molecular_function unknown
imo32,molecular_function unknown
imo32,hydrolase activity
yjr142w,molecular_function unknown
yjr142w,hydrolase activity
yjr142w,8-oxo-dGDP phosphatase activity
she4,myosin binding
yer158c,molecular_function unknown
ddr48,GTPase activity
ddr48,ATPase activity
matalpha1,mating pheromone activity
matalpha1,DNA binding
matalpha1,transcription coactivator activity
matalpha1,"DNA binding, bending"
matalpha1,sequence-specific DNA binding
gad1,catalytic activity
gad1,glutamate decarboxylase activity
gad1,calmodulin binding
gad1,lyase activity
gad1,carboxy-lyase activity
gad1,pyridoxal phosphate binding
gmc1,molecular_function unknown
gmc1,ferroxidase activity
gmc1,iron ion transmembrane transporter activity
gmc1,copper ion binding
gmc1,oxidoreductase activity
gmc1,metal ion binding
yck3,nucleotide binding
yck3,protein kinase activity
yck3,protein serine/threonine kinase activity
yck3,ATP binding
yck3,kinase activity
yck3,transferase activity
yck3,"transferase activity, transferring phosphorus-containing groups"
drs1,nucleotide binding
drs1,nucleic acid binding
drs1,RNA binding
drs1,ATP-dependent RNA helicase activity
drs1,helicase activity
drs1,ATP binding
drs1,ATP-dependent helicase activity
drs1,hydrolase activity
add66,molecular_function unknown
fet4,copper ion transmembrane transporter activity
fet4,iron ion transmembrane transporter activity
his1,nucleotide binding
his1,magnesium ion binding
his1,ATP phosphoribosyltransferase activity
his1,ATP binding
his1,transferase activity
his1,"transferase activity, transferring glycosyl groups"
she1,microtubule binding
ydr391c,molecular_function unknown
cet1,polynucleotide 5'-phosphatase activity
cet1,transferase activity
cet1,hydrolase activity
gcd1,translation initiation factor activity
gcd1,guanyl-nucleotide exchange factor activity
gcd1,transferase activity
ypr196w,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
ypr196w,DNA binding
ypr196w,zinc ion binding
ypr196w,sequence-specific DNA binding
ypr196w,metal ion binding
gat3,RNA polymerase II regulatory region sequence-specific DNA binding
gat3,RNA polymerase II transcription factor binding
gat3,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"
gat3,DNA binding
gat3,chromatin binding
gat3,"transcription factor activity, sequence-specific DNA binding"
gat3,zinc ion binding
gat3,sequence-specific DNA binding
gat3,metal ion binding
yhl049c,molecular_function unknown
per33,molecular_function unknown
per33,structural constituent of nuclear pore
gip1,protein phosphatase 1 binding
gip1,protein phosphatase regulator activity
rdr1,"RNA polymerase II transcription factor activity, sequence-specific DNA binding"
rdr1,DNA binding
rdr1,"transcription factor activity, sequence-specific DNA binding"
rdr1,zinc ion binding
rdr1,sequence-specific DNA binding
rdr1,metal ion binding
vtc1,mRNA binding
gnp1,amino acid transmembrane transporter activity
gnp1,L-proline transmembrane transporter activity
gnp1,antiporter activity
yrf1-6p,nucleotide binding
yrf1-6p,nucleic acid binding
yrf1-6p,DNA helicase activity
yrf1-6p,helicase activity
yrf1-6p,ATP binding
yrf1-6p,ATP-dependent helicase activity
yrf1-6p,hydrolase activity
cur1,chaperone binding
bit61,molecular_function unknown
pph3,phosphoprotein phosphatase activity
pph3,protein serine/threonine phosphatase activity
pph3,hydrolase activity
pph3,metal ion binding
ylr177w,molecular_function unknown
ylr177w,pseudouridine synthase activity
sur7,molecular_function unknown
mrpl9,structural constituent of ribosome
iki1,tRNA binding
iki1,ATPase activity
rtt102,molecular_function unknown
rtt102,DNA translocase activity
snu56,RNA binding
snu56,mRNA binding
rdl2,thiosulfate sulfurtransferase activity
rdl2,transferase activity
hif1,histone binding
nup157,DNA binding
nup157,RNA binding
nup157,structural constituent of nuclear pore
thi80,nucleotide binding
thi80,thiamine diphosphokinase activity
thi80,ATP binding
thi80,kinase activity
thi80,transferase activity
thi80,thiamine binding
ybr063c,molecular_function unknown
mcd4,catalytic activity
mcd4,sulfuric ester hydrolase activity
mcd4,transferase activity
mcd4,mannose-ethanolamine phosphotransferase activity
pet130,molecular_function unknown
sea4,molecular_function unknown
eug1,protein disulfide isomerase activity
eug1,protein binding
eug1,protein disulfide oxidoreductase activity
eug1,isomerase activity
eug1,protein-disulfide reductase (glutathione) activity
eug1,unfolded protein binding
atg16,Atg8 ligase activity
atg16,"protein binding, bridging"
pcd1,magnesium ion binding
pcd1,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
pcd1,pyrophosphatase activity
pcd1,hydrolase activity
pcd1,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
pcd1,manganese ion binding
pcd1,metal ion binding
cue1,ubiquitin binding
cue1,ubiquitin-protein transferase activator activity
mrm2,methyltransferase activity
mrm2,rRNA (uridine-2'-O-)-methyltransferase activity
mrm2,transferase activity
bmt2,methyltransferase activity
bmt2,S-adenosylmethionine-dependent methyltransferase activity
bmt2,rRNA (adenine) methyltransferase activity
bmt2,transferase activity
spc25,structural constituent of cytoskeleton
rlf2,histone binding
rps21bp,structural constituent of ribosome
mtq2,nucleic acid binding
mtq2,methyltransferase activity
mtq2,protein methyltransferase activity
mtq2,S-adenosylmethionine-dependent methyltransferase activity
mtq2,transferase activity
abf1,RNA polymerase II core promoter proximal region sequence-specific DNA binding
abf1,core promoter sequence-specific DNA binding
abf1,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"
abf1,DNA binding
abf1,DNA replication origin binding
abf1,sequence-specific DNA binding
abf1,"sequence-specific DNA binding, bending"
rad16,nucleotide binding
rad16,nucleic acid binding
rad16,DNA binding
rad16,damaged DNA binding
rad16,helicase activity
